Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0.01267511674449633,0.032021347565043365,0.01934623082054703,0.008672448298865909,0.0006671114076050701,Iris-setosa
0.01934623082054703,0.030687124749833223,0.02068045363575717,0.00800533689126084,0.0006671114076050701,Iris-setosa
0.02601734489659773,0.03002001334222815,0.0200133422281521,0.00933955970647098,0.0006671114076050701,Iris-setosa
0.03268845897264843,0.03268845897264843,0.02334889926617745,0.008672448298865909,0.0006671114076050701,Iris-setosa
0.03935957304869914,0.035356904603068715,0.02535023348899266,0.01067378252168112,0.0020013342228152103,Iris-setosa
0.046030687124749836,0.03002001334222815,0.02201467645096731,0.008672448298865909,0.00133422281521014,Iris-setosa
0.052701801200800535,0.03268845897264843,0.02201467645096731,0.00933955970647098,0.0006671114076050701,Iris-setosa
0.059372915276851235,0.028685790527018015,0.01867911941294196,0.008672448298865909,0.0006671114076050701,Iris-setosa
0.06604402935290193,0.032021347565043365,0.0200133422281521,0.00933955970647098,0.0,Iris-setosa
0.07271514342895263,0.035356904603068715,0.02401601067378252,0.00933955970647098,0.0006671114076050701,Iris-setosa
0.07938625750500333,0.03135423615743829,0.02201467645096731,0.01000667111407605,0.0006671114076050701,Iris-setosa
0.08605737158105403,0.03135423615743829,0.01934623082054703,0.008672448298865909,0.0,Iris-setosa
0.09272848565710473,0.028018679119412943,0.01934623082054703,0.0066711140760507,0.0,Iris-setosa
0.09939959973315543,0.03802535023348899,0.02601734489659773,0.007338225483655769,0.0006671114076050701,Iris-setosa
0.10607071380920613,0.037358238825883926,0.028685790527018015,0.00933955970647098,0.0020013342228152103,Iris-setosa
0.11274182788525683,0.035356904603068715,0.02535023348899266,0.00800533689126084,0.0020013342228152103,Iris-setosa
0.11941294196130753,0.0333555703802535,0.02268178785857238,0.008672448298865909,0.00133422281521014,Iris-setosa
0.12608405603735823,0.037358238825883926,0.02468312208138759,0.01067378252168112,0.00133422281521014,Iris-setosa
0.13275517011340893,0.0333555703802535,0.02468312208138759,0.00933955970647098,0.00133422281521014,Iris-setosa
0.13942628418945963,0.035356904603068715,0.02201467645096731,0.01067378252168112,0.0006671114076050701,Iris-setosa
0.14609739826551033,0.0333555703802535,0.02401601067378252,0.00933955970647098,0.0020013342228152103,Iris-setosa
0.15276851234156102,0.03002001334222815,0.02334889926617745,0.00600400266844563,0.0006671114076050701,Iris-setosa
0.15943962641761172,0.0333555703802535,0.02134756504336224,0.01067378252168112,0.0026684456304202804,Iris-setosa
0.16611074049366242,0.03135423615743829,0.02201467645096731,0.012008005336891258,0.0006671114076050701,Iris-setosa
0.17278185456971312,0.03268845897264843,0.01934623082054703,0.01000667111407605,0.0006671114076050701,Iris-setosa
0.17945296864576382,0.03268845897264843,0.02201467645096731,0.01000667111407605,0.0020013342228152103,Iris-setosa
0.18612408272181452,0.034022681787858576,0.02268178785857238,0.00933955970647098,0.0006671114076050701,Iris-setosa
0.19279519679786522,0.034022681787858576,0.02201467645096731,0.008672448298865909,0.0006671114076050701,Iris-setosa
0.19946631087391592,0.030687124749833223,0.02068045363575717,0.01000667111407605,0.0006671114076050701,Iris-setosa
0.20613742494996662,0.03135423615743829,0.0200133422281521,0.01000667111407605,0.0006671114076050701,Iris-setosa
0.21280853902601732,0.035356904603068715,0.02201467645096731,0.00933955970647098,0.0020013342228152103,Iris-setosa
0.21947965310206802,0.034022681787858576,0.026684456304202797,0.00933955970647098,0.0,Iris-setosa
0.22615076717811872,0.03602401601067378,0.027351567711807873,0.008672448298865909,0.0006671114076050701,Iris-setosa
0.23282188125416942,0.032021347565043365,0.0200133422281521,0.00933955970647098,0.0,Iris-setosa
0.23949299533022012,0.03268845897264843,0.02068045363575717,0.007338225483655769,0.0006671114076050701,Iris-setosa
0.24616410940627081,0.03602401601067378,0.02268178785857238,0.00800533689126084,0.0006671114076050701,Iris-setosa
0.2528352234823215,0.032021347565043365,0.0200133422281521,0.00933955970647098,0.0,Iris-setosa
0.2595063375583722,0.028685790527018015,0.01934623082054703,0.00800533689126084,0.0006671114076050701,Iris-setosa
0.2661774516344229,0.0333555703802535,0.02201467645096731,0.00933955970647098,0.0006671114076050701,Iris-setosa
0.2728485657104736,0.03268845897264843,0.02268178785857238,0.00800533689126084,0.00133422281521014,Iris-setosa
0.2795196797865243,0.029352901934623084,0.014676450967311539,0.00800533689126084,0.00133422281521014,Iris-setosa
0.286190793862575,0.028685790527018015,0.02068045363575717,0.00800533689126084,0.0006671114076050701,Iris-setosa
0.2928619079386257,0.03268845897264843,0.02268178785857238,0.01000667111407605,0.00333555703802535,Iris-setosa
0.2995330220146764,0.0333555703802535,0.02468312208138759,0.012008005336891258,0.0020013342228152103,Iris-setosa
0.3062041360907271,0.03135423615743829,0.01934623082054703,0.008672448298865909,0.00133422281521014,Iris-setosa
0.3128752501667778,0.0333555703802535,0.02468312208138759,0.01000667111407605,0.0006671114076050701,Iris-setosa
